customer_name,customer_id,end_user,address_a,address_b,postal_city_a,postal_city_b,postal_code_a,postal_code_b,country_a,country_b,process_step,order_ref,product_group,product_name,original_process_step,tech,status,system,circuit_id,reg_date,plan_done_date,clean_order_date,agreed_date,sent_OB,agreed_installation_date,FM_date,finalize_access_date,latest_agreed_date,order_counter,last_update_timestamp
NorgesGruppen Data AS,210589,Kiwi 856 Sørås,256959405,,RÅDAL,,5239,,NO,,Planning,371617,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28725355,08.02.2016,,25.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,kiwi 877 øystese,120758905,,ØYSTESE,,5610,,NO,,Planning,371625,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28161704,08.02.2016,,25.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 874 Lindås Senter,,,LINDÅS,,5955,,NO,,Planning,371623,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28578081,08.02.2016,,25.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 892 Bergmo,457113099,,MOLDE,,6419,,NO,,Planning,371629,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28541726,08.02.2016,,26.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 827 Ørsta,194413933,,ØRSTA,,6150,,NO,,Validation,371609,IPVPN,IPVPN SHDSL 4 Mbps (ws),validate & disp.,DSL,IN_PROGRESS,SOS,28890114,08.02.2016,,,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,KIWI 844 SYKKYLVEN,195636580,,SYKKYLVEN,,6230,,NO,,Planning,371611,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28171516,08.02.2016,,24.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 796 Vigeland,182349985,,SØR-AUDNEDAL,,4520,,NO,,Planning,371601,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28012478,08.02.2016,,24.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 690 Mosterhamn (KI12245),445616848,,Mosterhamn,,5440,,NO,,In Execution,371581,IPVPN,IPVPN SHDSL 8 Mbps (ws),finalize access,DSL,IN_PROGRESS,SOS,28161784,08.02.2016,10.05.2016,23.02.2016,08.06.2016,10.05.2016,01.06.2016,,,08.06.2016,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 742 Øfa (KI00873),212808681,,LILLESAND,,4790,,NO,,Validation,371598,IPVPN,IPVPN SHDSL 4 Mbps (ws),validate & disp.,DSL,IN_PROGRESS,SOS,28012430,08.02.2016,,,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 724 Hovden (04562),,,HOVDEN I SETESDAL,,4755,,NO,,Validation,371588,IPVPN,IPVPN SHDSL 8 Mbps (ws),validate & disp.,DSL,IN_PROGRESS,SOS,28012477,08.02.2016,,,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 711 Vanse (06380),245087781,,VANSE,,4560,,NO,,Validation,371585,IPVPN,IPVPN SHDSL 8 Mbps (ws),validate & disp.,DSL,IN_PROGRESS,SOS,28012527,08.02.2016,,,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 727 Stoa Øst,,,ARENDAL,,4848,,NO,,Planning,371590,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28863570,08.02.2016,,16.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,KIWI 674 SKUDENES,76687576,,SKUDENESHAVN,,4280,,NO,,Planning,371584,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28211793,08.02.2016,,22.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,KIWI 712 TANGVALL,215544320,,SØGNE,,4640,,NO,,Planning,371586,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28300536,08.02.2016,,23.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 680 Moi (4534),17011809,,MOI,,4460,,NO,,Planning,371579,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28811829,08.02.2016,,22.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,KIWI 734 FLEKKERØY,219149261,,FLEKKERØY,,4625,,NO,,Planning,371594,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28300542,08.02.2016,,23.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,KIWI 693 KVERNELAND,37119391,,KVERNALAND,,4355,,NO,,Planning,371583,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28822358,08.02.2016,,23.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 725 Tingsaker,212815395,,LILLESAND,,4790,,NO,,Planning,371589,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28211787,08.02.2016,,23.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 821 Haus,,,HAUS,,5286,,NO,,Validation,371607,IPVPN,IPVPN SHDSL 8 Mbps (ws),validate & disp.,DSL,IN_PROGRESS,SOS,28161741,08.02.2016,,,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 731 Lyngdal,246187634,,LYNGDAL,,4580,,NO,,Validation,371591,IPVPN,IPVPN SHDSL 8 Mbps (ws),validate & disp.,DSL,IN_PROGRESS,SOS,28300560,08.02.2016,,,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 733 Saltrød (00372),381377248,,SALTRØD,,4815,,NO,,Planning,371593,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28211808,08.02.2016,,23.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 822 Husnes,299752779,,HUSNES,,5460,,NO,,Validation,371608,IPVPN,IPVPN SHDSL 8 Mbps (ws),validate & disp.,DSL,IN_PROGRESS,SOS,28161740,08.02.2016,,,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 735 Spangereid,182348556,,LINDESNES,,4521,,NO,,Validation,371595,IPVPN,IPVPN SHDSL 8 Mbps (ws),validate & disp.,DSL,IN_PROGRESS,SOS,28261062,08.02.2016,,,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,KIWI 790 SØNDELED,88064321,,SØNDELED,,4990,,NO,,Planning,371599,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28211783,08.02.2016,,24.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 804 Øygarden,,,RONG,,5337,,NO,,Planning,371604,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28337492,08.02.2016,,24.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 575 Sokna,12218379,,SOKNA,,3534,,NO,,Planning,371550,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28410924,08.02.2016,,29.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 649 heiane (10860),191705623,,STORD,,5412,,NO,,Validation,371576,IPVPN,IPVPN SHDSL 8 Mbps (oa),validate & disp.,DSL,IN_PROGRESS,SOS,28161744,08.02.2016,,,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 533 Hosle,72041079,,HOSLE,,1362,,NO,,Delivered,371541,IPVPN,IPVPN SHDSL 8 Mbps (ws),,DSL,COMPLETED,SOS,28603134,08.02.2016,26.05.2016,26.02.2016,26.05.2016,26.05.2016,31.05.2016,26.05.2016,26.05.2016,26.05.2016,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 621 Tau,,,TAU,,4120,,NO,,Validation,371562,IPVPN,IPVPN SHDSL 8 Mbps (ws),validate & disp.,DSL,IN_PROGRESS,SOS,28013920,08.02.2016,,,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 604 Finnøy (07201),,,FINNØY,,4160,,NO,,Validation,371554,IPVPN,IPVPN SHDSL 8 Mbps (ws),validate & disp.,DSL,IN_PROGRESS,SOS,28014144,08.02.2016,,,,,,,,,1,31.05.2016 08:23:10
Atea AS.,260572,"1566 - NAV Surnadal, Bårdshaugvegen 1",211227489,,SURNADAL,,6650,,NO,,In Execution,356230,IPVPN,IPVPN Fiber 4 Mbps (offnett),finalize access,Fiber,IN_PROGRESS,SOS,28632517,13.10.2015,13.04.2016,27.10.2015,08.07.2016,13.04.2016,03.05.2016,,,08.07.2016,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,KIWI 638 RUBBESTADNESET,190749839,,RUBBESTADNESET,,5420,,NO,,In Execution,371570,IPVPN,IPVPN SHDSL 8 Mbps (ws),finalize access,DSL,IN_PROGRESS,SOS,28161699,08.02.2016,10.05.2016,22.02.2016,14.06.2016,10.05.2016,03.06.2016,,,14.06.2016,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 594 knapstad (10780),420799862,,KNAPSTAD,,1823,,NO,,Planning,371552,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28281646,08.02.2016,,29.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,KIWI 613 AVALDSNES,76681897,,AVALDSNES,,4262,,NO,,Planning,371558,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28211804,08.02.2016,,29.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 606 Gosen (7640),168321808,,HAFRSFJORD,,4041,,NO,,Planning,371556,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28211815,08.02.2016,,29.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 618 Ølensvåg,,,ØLENSVÅG,,5582,,NO,,Planning,371560,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28161747,08.02.2016,,01.03.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,KIWI 625 HUNDVÅG,168379215,,HUNDVÅG,,4085,,NO,,Planning,371564,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28211799,08.02.2016,,01.03.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 639 Sagvåg,191700877,,SAGVÅG,,5410,,NO,,Planning,371571,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28668855,08.02.2016,,16.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,KIWI 634 SUNDE,168381702,,HAFRSFJORD,,4048,,NO,,Validation,371568,IPVPN,IPVPN SHDSL 8 Mbps (ws),validate & disp.,DSL,IN_PROGRESS,SOS,28211797,08.02.2016,,,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 641 Torvastad,183539222,,TORVASTAD,,4260,,NO,,Validation,371572,IPVPN,IPVPN SHDSL 8 Mbps (ws),validate & disp.,DSL,IN_PROGRESS,SOS,28211858,08.02.2016,,,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,KIWI 646 NÆRBØ,11090015,,NÆRBØ,,4365,,NO,,Planning,371574,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28211794,08.02.2016,,22.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,KIWI 591 SALTNES,55323780,,SALTNES,,1642,,NO,,Planning,371551,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28281632,08.02.2016,,29.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 602 Eiganes,168392174,,STAVANGER,,4022,,NO,,Planning,371553,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28211816,08.02.2016,,29.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,KIWI 605 MAGNETEN,37619096,,ÅLGÅRD,,4330,,NO,,Planning,371555,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28211805,08.02.2016,,29.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,KIWI 615 VORMEDAL,76651956,,VORMEDAL,,5545,,NO,,Planning,371559,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28211803,08.02.2016,,29.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,KIWI 624 VERDALEN,36591679,,KLEPPE,,4352,,NO,,Planning,371563,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28211800,08.02.2016,,01.03.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 627 Randaberg,20709998,,RANDABERG,,4070,,NO,,Planning,371565,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28211798,08.02.2016,,01.03.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,KIWI 679 LUNDEHAUGEN,162708964,,SANDNES,,4323,,NO,,Planning,371578,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28211812,08.02.2016,,22.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,KIWI 681 SOKNDAL,109211099,,HAUGE I DALANE,,4380,,NO,,Planning,371580,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28211791,08.02.2016,,23.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,KIWI 648 ÅLGÅRD,37622839,,ÅLGÅRD,,4330,,NO,,Validation,371575,IPVPN,IPVPN SHDSL 8 Mbps (ws),validate & disp.,DSL,IN_PROGRESS,SOS,28211813,08.02.2016,,,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,KIWI 719 NEDENES,,,NEDENES,,4823,,NO,,Planning,371587,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28211789,08.02.2016,,23.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 678 Sandal,168395547,,STAVANGER,,4022,,NO,,Planning,371577,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28881902,08.02.2016,,22.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,KIWI 643 ISVIK,75641089,,SKJOLD,,5574,,NO,,Planning,371573,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28211795,08.02.2016,,22.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,KIWI 571 ÅMOT SENTRUM,150230713,,ÅMOT,,3340,,NO,,Validation,371549,IPVPN,IPVPN SHDSL 8 Mbps (oa),validate & disp.,DSL,IN_PROGRESS,SOS,28131746,08.02.2016,,,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 529 moane (07440),103276260,,KONGSBERG,,3614,,NO,,Validation,371540,IPVPN,IPVPN SHDSL 4 Mbps (ws),validate & disp.,DSL,IN_PROGRESS,SOS,28012606,08.02.2016,,,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 252 Eina,44898243,,EINA,,2843,,NO,,Validation,371511,IPVPN,IPVPN SHDSL 8 Mbps (ws),validate & disp.,DSL,IN_PROGRESS,SOS,28014900,08.02.2016,,,,,,,,,1,31.05.2016 08:23:10
Atea AS.,260572,"1750 - NAV Vikna, Engasvegen 27",154549984,,RØRVIK,,7900,,NO,,Finalizing,356233,IPVPN,IPVPN Fiber 4 Mbps (offnett),complete order,Fiber,IN_PROGRESS,SOS,28635200,13.10.2015,19.02.2016,27.10.2015,08.07.2016,19.02.2016,20.04.2016,,25.04.2016,08.07.2016,1,31.05.2016 08:23:10
Atea AS.,260572,"1798 NAV - Steinkjer, Bogavegen 6",153370272,,STEINKJER,,7725,,NO,,Finalizing,356234,IPVPN,IPVPN Fiber 20 Mbps (offnett),complete order,Fiber,IN_PROGRESS,SOS,28370069,13.10.2015,08.02.2016,27.10.2015,08.07.2016,08.02.2016,12.02.2016,,02.03.2016,08.07.2016,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 633 Jærveien,,,SANDNES,,4319,,NO,,Validation,371567,IPVPN,IPVPN SHDSL 8 Mbps (oa),validate & disp.,DSL,IN_PROGRESS,SOS,32182862,08.02.2016,,,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 548 Årum (07160),17879055,,TORP,,1659,,NO,,Validation,371542,IPVPN,IPVPN SHDSL 8 Mbps (ws),validate & disp.,DSL,IN_PROGRESS,SOS,28012239,08.02.2016,,,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,KIWI 559 RJUKAN SENTRUM,83157738,,RJUKAN,,3660,,NO,,Planning,371546,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28241385,08.02.2016,,26.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 564 bø (09260),386235157,,BØ I TELEMARK,,3800,,NO,,Planning,371548,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28241388,08.02.2016,,29.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,KIWI 432 BJØRKELANGEN,94922167,,BJØRKELANGEN,,1940,,NO,,Planning,371525,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28843148,08.02.2016,,25.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 495 Rygge,55721187,,RYGGE,,1580,,NO,,Planning,371533,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28281638,08.02.2016,,26.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 452 Hof (1074),204266727,,HOF,,3090,,NO,,Planning,371531,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28131769,08.02.2016,,25.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 413 Bergenhuskrysset,87618569,,RAKKESTAD,,1890,,NO,,Validation,371523,IPVPN,IPVPN SHDSL 8 Mbps (ws),validate & disp.,DSL,IN_PROGRESS,SOS,28281640,08.02.2016,,,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 608 Lervig Brygge(8280),377339933,,STAVANGER,,4014,,NO,,Planning,371557,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28957052,08.02.2016,,16.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 555 Austbygd (01025),401558971,,TINN AUSTBYGD,,3650,,NO,,Planning,371545,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28524105,08.02.2016,,15.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 519 Tofte,134355093,,TOFTE,,3482,,NO,,Planning,371537,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28131749,08.02.2016,,26.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,KIWI 551 KVITESEID,134893204,,KVITESEID,,3850,,NO,,Planning,371543,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28241387,08.02.2016,,26.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,KIWI 507 MØKLEGÅRD,17919982,,GRESSVIK,,1621,,NO,,Validation,371535,IPVPN,IPVPN SHDSL 8 Mbps (ws),validate & disp.,DSL,IN_PROGRESS,SOS,28281636,08.02.2016,,,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,KIWI 562 ANDEBU,205034480,,ANDEBU,,3158,,NO,,Planning,371547,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28271687,08.02.2016,,29.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 441 Skoppum (00762),187343852,,SKOPPUM,,3185,,NO,,Planning,371527,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28271693,08.02.2016,,25.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 447 Lunde (00920),69011337,,LUNDE,,3825,,NO,,Planning,371529,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28508493,08.02.2016,,15.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 403 Vesterøy,,,VESTERØY,,1684,,NO,,Planning,371522,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28281641,08.02.2016,,25.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,kiwi 388 vik,149821737,,RØYSE,,3530,,NO,,Planning,371519,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28131753,08.02.2016,,25.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 377 kambo,,,MOSS,,1538,,NO,,In Execution,371516,IPVPN,IPVPN SHDSL 8 Mbps (ws),finalize access,DSL,IN_PROGRESS,SOS,28348331,08.02.2016,21.03.2016,15.02.2016,01.07.2016,21.03.2016,01.07.2016,,,01.07.2016,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 396 Rjukan,83156276,,RJUKAN,,3660,,NO,,Validation,371521,IPVPN,IPVPN SHDSL 8 Mbps (ws),validate & disp.,DSL,IN_PROGRESS,SOS,28013631,08.02.2016,,,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,KIWI 305 KJØRBO (KI4294),72050649,,SANDVIKA,,1337,,NO,,Validation,371369,IPVPN,IPVPN Fiber 10 Mbps (onnett),validate & disp.,Fiber,IN_PROGRESS,SOS,28112313,08.02.2016,,,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 312 Ranvikskogen,208397704,,SANDEFJORD,,3212,,NO,,Planning,371513,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28271690,08.02.2016,,25.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,MENY TVEITA (ME84),285783632,,OSLO,,0671,,NO,,Validation,371434,IPVPN,IPVPN Fiber 10 Mbps (onnett),validate & disp.,Fiber,IN_PROGRESS,SOS,28104133,08.02.2016,,,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 374 Skollenborg,103267400,,SKOLLENBORG,,3619,,NO,,Planning,371515,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28131759,08.02.2016,,25.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,MENY VOLLEBEKK (ME2366),285677109,,OSLO,,0598,,NO,,Finalizing,371436,IPVPN,IPVPN Fiber 10 Mbps (onnett),complete order,Fiber,IN_PROGRESS,SOS_SUGAR,28104139,08.02.2016,21.03.2016,18.03.2016,06.05.2016,21.03.2016,25.04.2016,,27.04.2016,06.05.2016,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,KIWI 250 SJUSJØEN,32071264,,SJUSJØEN,,2612,,NO,,Planning,371510,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28201516,08.02.2016,,24.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 384 Auli,467403472,,AULI,,1929,,NO,,Validation,371518,IPVPN,IPVPN SHDSL 8 Mbps (ws),validate & disp.,DSL,IN_PROGRESS,SOS,28587730,08.02.2016,,,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 227 rØdberg (02080),394898376,,RØDBERG,,3630,,NO,,Planning,371504,IPVPN,IPVPN SHDSL 4 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28730105,08.02.2016,,17.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 118 Kyrksæterøra,78526369,,KYRKSÆTERØRA,,7200,,NO,,Planning,371487,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28232021,08.02.2016,,23.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,kiwi 056 ringebu,,,RINGEBU,,2630,,NO,,Validation,371477,IPVPN,IPVPN SHDSL 8 Mbps (ws),validate & disp.,DSL,IN_PROGRESS,SOS,28201517,08.02.2016,,,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,kiwi 218 hemsedal,,,HEMSEDAL,,3560,,NO,,Planning,371501,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28702663,08.02.2016,,24.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 302 Fagerstrand,125582552,,FAGERSTRAND,,1454,,NO,,Planning,371512,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28765287,08.02.2016,,24.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 210 Minnesund,160684489,,MINNESUND,,2092,,NO,,Planning,371498,IPVPN,IPVPN SHDSL 4 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28337767,08.02.2016,,17.02.2016,,,,,,,1,31.05.2016 08:23:10
