customer_name,customer_id,order_ref,product_group,process_step,circuit_id,reg_date,plan_done_date,clean_order_date,agreed_date,agreed_installation_date,FM_date,finalize_access_date,latest_agreed_date,order_counter,last_update_timestamp
PERPETUUM MOBILE AS,754,357283,Internet,complete order,28397795,11.02.2016,17.02.2016,16.02.2016,11.04.2016,27.05.2016,,25.05.2016,07.06.2016,1,"42486,858611111"
Atea AS.,234,356545,IPVPN,complete order,28856499,16.10.2015,07.12.2015,19.10.2015,08.07.2016,15.01.2016,,14.01.2016,08.07.2016,1,"42486,858611111"
Harald A. Møller AS avd. IKT,248,372429,IPVPN,validate & disp.,28952740,11.02.2016,,,,,,,,1,"42486,858611111"
NorgesGruppen Data AS,232,371600,IPVPN,validate & disp.,60394946,08.02.2016,,,,,,,,1,"42486,858611111"
NorgesGruppen Data AS,232,371777,IPVPN,plan & design,28715122,09.02.2016,,03.05.2016,,,,,,1,"42486,858611111"
NorgesGruppen Data AS,232,371618,IPVPN,validate & disp.,28221271,08.02.2016,,,,,,,,1,"42486,858611111"
NorgesGruppen Data AS,232,371640,IPVPN,plan & design,28845348,08.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
DOORWAY IQ Data AS,674,372397,Internet,plan & design,28211585,11.02.2016,,08.03.2016,,,,08.03.2016,,1,"42486,858611111"
DOORWAY IQ Data AS,674,372426,Internet,plan & design,28231697,11.02.2016,,08.03.2016,,,,08.03.2016,,1,"42486,858611111"
DOORWAY IQ Data AS,674,372430,Internet,plan & design,28290437,11.02.2016,,08.03.2016,,,,08.03.2016,,1,"42486,858611111"
NorgesGruppen Data AS,232,371619,IPVPN,plan & design,28634127,08.02.2016,,25.02.2016,,,,,,1,"42486,858611111"
NextGenTel AS,228,372441,Capacity,plan & design,10302571,11.02.2016,,01.03.2016,,,,,,1,"42486,858611111"
NextGenTel AS,228,372450,Capacity,plan & design,10302338,11.02.2016,,22.02.2016,,,,,,1,"42486,858611111"
NorgesGruppen Data AS,232,371044,IPVPN,finalize access,32178711,08.02.2016,20.05.2016,20.05.2016,29.06.2016,20.06.2016,,,29.06.2016,1,"42486,858611111"
NorgesGruppen Data AS,232,371016,IPVPN,finalize access,28349826,08.02.2016,03.05.2016,03.05.2016,01.06.2016,23.05.2016,,,01.06.2016,1,"42486,858611111"
NorgesGruppen Data AS,232,371653,IPVPN,plan & design,28663177,08.02.2016,,29.02.2016,,,,,,1,"42486,858611111"
NorgesGruppen Data AS,232,371011,IPVPN,validate & disp.,32441959,08.02.2016,,,,,,,,1,"42486,858611111"
NorgesGruppen Data AS,232,371002,IPVPN,validate & disp.,32186817,08.02.2016,,,,,,,,1,"42486,858611111"
NorgesGruppen Data AS,232,371613,IPVPN,plan & design,28171514,08.02.2016,,24.02.2016,,,,,,1,"42486,858611111"
NorgesGruppen Data AS,232,371660,IPVPN,plan & design,28221260,08.02.2016,,01.03.2016,,,,,,1,"42486,858611111"
NorgesGruppen Data AS,232,371701,IPVPN,plan & design,28337669,08.02.2016,,18.02.2016,,,,,,1,"42486,858611111"
NorgesGruppen Data AS,232,371632,IPVPN,validate & disp.,60645319,08.02.2016,,,,,,,,1,"42486,858611111"
NextGenTel AS,228,372969,Capacity,plan & design,10302934,16.02.2016,,04.03.2016,,,,,,1,"42486,858611111"
Aabø Evensen & Co Advokatfirma AS,755,372474,Internet,validate & disp.,05.149.1.1,18.03.2016,,,,,,,,1,"42486,858611111"
NextGenTel AS,228,372476,Capacity,plan & design,10302988,11.02.2016,,26.02.2016,,,,19.05.2016,,1,"42486,858611111"
Bohus AS (4),756,372509,IPVPN,validate & disp.,28763983,01.03.2016,,,,,,,,1,"42486,858611111"
Atea AS.,234,372515,IPVPN,complete order,28722717,12.02.2016,15.02.2016,12.02.2016,08.07.2016,07.03.2016,,10.03.2016,08.07.2016,1,"42486,858611111"
IT Systemer AS,67,372589,Internet,finalize access,28990612,12.02.2016,05.04.2016,19.02.2016,29.07.2016,15.07.2016,,,29.07.2016,1,"42486,858611111"
Uninett AS,363,372595,Capacity,finalize access,10303946,12.02.2016,24.05.2016,24.05.2016,07.06.2016,31.05.2016,,,07.06.2016,1,"42486,858611111"
NextGenTel AS,228,372518,Capacity,plan & design,10302344,12.02.2016,,25.02.2016,,,,,,1,"42486,858611111"
Atea AS.,234,356537,IPVPN,complete order,28459442,16.10.2015,26.04.2016,27.10.2015,08.07.2016,19.05.2016,,20.05.2016,08.07.2016,1,"42486,858611111"
Atea AS.,234,356548,IPVPN,complete order,28419648,16.10.2015,07.12.2015,19.10.2015,08.07.2016,08.01.2016,,23.02.2016,08.07.2016,1,"42486,858611111"
Atea AS.,234,356126,IPVPN,complete order,28464829,20.10.2015,19.04.2016,23.10.2015,08.07.2016,18.05.2016,,26.04.2016,08.07.2016,1,"42486,858611111"
Atea AS.,234,356169,IPVPN,finalize access,28712684,13.10.2015,12.05.2016,27.10.2015,02.08.2016,08.07.2016,,,02.08.2016,1,"42486,858611111"
Norsk Helsenett SF,293,367670,Capacity,finalize access,10303427,11.01.2016,27.01.2016,12.01.2016,15.02.2016,21.04.2016,,,22.04.2016,1,"42486,858611111"
Nettsport AS,757,372711,Internet,plan & design,28395000,15.02.2016,,19.02.2016,,,,,,1,"42486,858611111"
Dekorhuset AS,758,372704,Internet,plan & design,28606858,15.02.2016,,19.02.2016,,,,,,1,"42486,858611111"
Babybanden AS,759,372700,Internet,plan & design,28844350,15.02.2016,,19.02.2016,,,,,,1,"42486,858611111"
Uninett AS,363,372702,Capacity,plan & design,10511339,15.02.2016,,09.05.2016,,,,,,1,"42486,858611111"
Atea AS.,234,356761,IPVPN,finalize access,28449917,23.10.2015,26.10.2015,23.10.2015,26.11.2015,04.01.2016,,,13.01.2016,1,"42486,858611111"
Uninett AS,363,372705,Capacity,plan & design,11510124,15.02.2016,,05.04.2016,,,,,,1,"42486,858611111"
Uninett AS,363,372713,Capacity,plan & design,11510126,15.02.2016,,03.03.2016,,,,,,1,"42486,858611111"
Atea AS.,234,363141,IPVPN,finalize access,28995447,15.02.2016,27.04.2016,16.02.2016,08.07.2016,18.05.2016,,,08.07.2016,1,"42486,858611111"
Atea AS.,234,356792,IPVPN,complete order,28310896,23.10.2015,30.10.2015,23.10.2015,26.11.2015,31.12.2015,,17.11.2015,31.12.2015,1,"42486,858611111"
Steen & Strøm AS,760,359959,IPVPN,validate & disp.,28103108,18.11.2015,,,,,,,,1,"42486,858611111"
Agder Dyreklinikk AS,761,372777,Internet,finalize access,28294701,18.02.2016,15.04.2016,07.04.2016,14.06.2016,03.06.2016,,,14.06.2016,1,"42486,858611111"
FOLKEUNIVERSITETET ØST,762,357226,Internet,complete order,28401557,26.10.2015,10.11.2015,27.10.2015,01.06.2016,23.05.2016,,18.05.2016,01.06.2016,1,"42486,858611111"
Atea AS.,234,357138,IPVPN,finalize access,28600737,26.10.2015,19.02.2016,27.10.2015,08.07.2016,15.06.2016,,,08.07.2016,1,"42486,858611111"
Atea AS.,234,357262,IPVPN,complete order,28619841,27.10.2015,10.05.2016,28.10.2015,08.07.2016,20.05.2016,,23.05.2016,08.07.2016,1,"42486,858611111"
Atea AS.,234,357127,IPVPN,complete order,28602971,26.10.2015,27.04.2016,27.10.2015,08.07.2016,25.05.2016,,23.05.2016,08.07.2016,1,"42486,858611111"
Atea AS.,234,357200,IPVPN,complete order,28649947,26.10.2015,09.02.2016,30.10.2015,08.07.2016,09.02.2016,,29.01.2016,08.07.2016,1,"42486,858611111"
KASE AS Oslo,763,372917,Internet,finalize access,28806873,16.02.2016,17.02.2016,17.02.2016,24.02.2016,17.02.2016,,,24.02.2016,1,"42486,858611111"
NextGenTel AS,228,372938,Capacity,plan & design,10302494,16.02.2016,,01.03.2016,,,,,,1,"42486,858611111"
NextGenTel AS,228,372924,Capacity,plan & design,10302722,16.02.2016,,01.03.2016,,,,,,1,"42486,858611111"
Norsk Helsenett SF,293,372885,IPVPN,complete order,28975927,16.02.2016,25.02.2016,18.02.2016,22.04.2016,26.04.2016,,11.05.2016,26.04.2016,1,"42486,858611111"
Atea AS.,234,357313,IPVPN,complete order,28991537,27.10.2015,03.11.2015,28.10.2015,08.07.2016,11.03.2016,,24.11.2015,08.07.2016,1,"42486,858611111"
Direktoratet for nødkommunikasjon DNK,235,357290,Capacity,finalize access,10131688,27.10.2015,29.10.2015,27.10.2015,23.11.2015,30.06.2016,,,30.07.2016,1,"42486,858611111"
Atea AS.,234,357344,IPVPN,complete order,28351315,27.10.2015,26.11.2015,28.10.2015,08.07.2016,11.12.2015,,05.01.2016,08.07.2016,1,"42486,858611111"
Atea AS.,234,357293,IPVPN,finalize access,28874990,27.10.2015,02.12.2015,28.10.2015,08.07.2016,29.01.2016,,,08.07.2016,1,"42486,858611111"
NorgesGruppen Data AS,232,372915,IPVPN,plan & design,28850338,16.02.2016,,08.03.2016,,,,,,1,"42486,858611111"
NextGenTel AS,228,372949,Capacity,plan & design,10302937,16.02.2016,,01.03.2016,,,,,,1,"42486,858611111"
NextGenTel AS,228,372951,Capacity,plan & design,10302401,16.02.2016,,02.03.2016,,,,,,1,"42486,858611111"
NextGenTel AS,228,372974,Capacity,plan & design,10302890,16.02.2016,,01.03.2016,,,,,,1,"42486,858611111"
NextGenTel AS,228,372972,Capacity,plan & design,10302428,16.02.2016,,02.03.2016,,,,23.05.2016,,1,"42486,858611111"
Atea AS.,234,357323,IPVPN,complete order,28608936,27.10.2015,03.11.2015,28.10.2015,08.07.2016,23.11.2015,,24.11.2015,08.07.2016,1,"42486,858611111"
Norconsult AS,224,372961,IPVPN,complete order,28211719,24.02.2016,04.03.2016,04.03.2016,29.04.2016,17.06.2016,,29.04.2016,17.06.2016,1,"42486,858611111"
NorgesGruppen Data AS,232,371707,IPVPN,plan & design,28694455,08.02.2016,,17.02.2016,,,,,,1,"42486,858611111"
NextGenTel AS,228,372986,Capacity,plan & design,10302398,17.02.2016,,02.03.2016,,,,,,1,"42486,858611111"
BLIKK AS,764,372995,Internet,finalize access,28730266,17.02.2016,30.03.2016,18.02.2016,30.11.2016,21.11.2016,,,30.11.2016,1,"42486,858611111"
NextGenTel AS,228,372988,Capacity,plan & design,10302960,17.02.2016,,02.03.2016,,,,,,1,"42486,858611111"
Leker og hobby AS - 918045,765,373041,IPVPN,finalize access,28496198,18.02.2016,11.04.2016,19.02.2016,29.04.2016,22.04.2016,,,29.04.2016,1,"42486,858611111"
Atea AS.,234,357367,IPVPN,complete order,28948979,28.10.2015,03.11.2015,28.10.2015,08.07.2016,23.11.2015,,24.11.2015,08.07.2016,1,"42486,858611111"
Bohus AS (4),756,373026,IPVPN,plan & design,28440255,19.02.2016,,16.03.2016,,,,,,1,"42486,858611111"
Entro AS,766,373024,IPVPN,plan & design,28231848,17.02.2016,,11.05.2016,,,,,,1,"42486,858611111"
Entro AS,766,373043,IPVPN,plan & design,28714719,17.02.2016,,18.02.2016,,,,,,1,"42486,858611111"
Entro AS,766,373046,IPVPN,plan & design,28577180,17.02.2016,,18.02.2016,,,,,,1,"42486,858611111"
APLAND & HEIBØ AS,767,373029,Internet,finalize access,28870712,17.02.2016,22.02.2016,18.02.2016,25.05.2016,25.05.2016,,,01.06.2016,1,"42486,858611111"
GE Healthcare AS,768,373098,Capacity,finalize access,10303625,17.02.2016,11.03.2016,07.03.2016,10.05.2016,31.05.2016,,,02.06.2016,1,"42486,858611111"
StormGeo As,769,373079,Internet,complete order,28380385,15.03.2016,20.05.2016,17.03.2016,03.06.2016,27.05.2016,,26.04.2016,03.06.2016,1,"42486,858611111"
Atea AS v/Norsk Helsenett DSL,212,373097,IPVPN,complete order,28739989,17.02.2016,13.04.2016,19.02.2016,02.06.2016,24.05.2016,,24.05.2016,02.06.2016,1,"42486,858611111"
Norsk Helsenett SF,293,372190,Capacity,plan & design,10303571,10.02.2016,,18.02.2016,,,,08.04.2016,,1,"42486,858611111"
OVERSEAS TRADING & SERVICE COMPANY AS,770,393099,Internet,finalize access,28579008,18.02.2016,24.02.2016,19.02.2016,19.04.2016,30.09.2016,,,11.10.2016,1,"42486,858611111"
TDC AS,250,357414,Ethernet,finalize access,28333218,28.10.2015,08.12.2015,25.11.2015,05.02.2016,27.01.2016,,,05.02.2016,1,"42486,858611111"
EVRY NORGE AS,175,393102,IPVPN,finalize access,28976846,18.02.2016,23.02.2016,19.02.2016,18.03.2016,15.03.2016,,,18.03.2016,1,"42486,858611111"
Keynet AS,208,393103,IPVPN,plan & design,28859277,18.02.2016,,24.02.2016,,,,,,1,"42486,858611111"
NorgesGruppen Data AS,232,393184,IPVPN,plan & design,28908651,19.02.2016,,19.02.2016,,,,,,1,"42486,858611111"
NorgesGruppen Data AS,232,371749,IPVPN,plan & design,28871916,08.02.2016,,19.02.2016,,,,,,1,"42486,858611111"
Amfi Bygg Åkrehamn AS ++482++,771,393199,Internet,validate & disp.,28531969,19.02.2016,,,,,,,,1,"42486,858611111"
Norsk Helsenett SF,293,393107,Capacity,finalize access,10303605,18.02.2016,18.03.2016,04.03.2016,06.05.2016,13.05.2016,,,13.05.2016,1,"42486,858611111"
Reinertsen AS,772,393216,IPVPN,validate & disp.,,19.02.2016,,,,,,,,1,"42486,858611111"
Atea AS.,234,357444,IPVPN,complete order,28998605,28.10.2015,11.01.2016,30.10.2015,08.07.2016,19.01.2016,,10.03.2016,08.07.2016,1,"42486,858611111"
SKAGERAK NETT AS,753,393058,Capacity,validate & disp.,,18.02.2016,,,,,,,,1,"42486,858611111"
Cermaq,256,393079,IPVPN,validate & disp.,28581436,18.02.2016,,,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393268,IPVPN,plan & design,28870791,19.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393274,IPVPN,plan & design,28678767,19.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393277,IPVPN,plan & design,28523376,19.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393283,IPVPN,plan & design,28835313,19.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393284,IPVPN,plan & design,28794924,19.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
PARAPLAY SA,773,393271,Internet,finalize access,28694157,19.02.2016,23.02.2016,19.02.2016,23.03.2016,16.03.2016,,,23.03.2016,1,"42486,858611111"
SDC,774,357495,IPVPN,finalize access,28560394,29.10.2015,17.11.2015,09.11.2015,21.01.2016,12.01.2016,,,21.01.2016,1,"42486,858611111"
SDC,774,357494,IPVPN,complete order,28996174,29.10.2015,17.11.2015,09.11.2015,28.01.2016,19.01.2016,,02.02.2016,28.01.2016,1,"42486,858611111"
Ice Communication Norge AS,267,393288,IPVPN,plan & design,28772709,19.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393281,IPVPN,plan & design,28638137,19.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393294,IPVPN,plan & design,28463547,19.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393286,IPVPN,plan & design,28837978,19.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393290,IPVPN,plan & design,28732349,19.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393293,IPVPN,plan & design,28525661,19.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393292,IPVPN,plan & design,28543814,19.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393295,IPVPN,plan & design,28377746,19.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393354,IPVPN,plan & design,28376072,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393339,IPVPN,plan & design,28869701,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393338,IPVPN,plan & design,28483345,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393330,IPVPN,plan & design,28470442,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393348,IPVPN,plan & design,28627642,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
NorgesGruppen Data AS,232,370953,IPVPN,plan & design,28700980,08.02.2016,,22.02.2016,,,,,,1,"42486,858611111"
NorgesGruppen Data AS,232,393332,IPVPN,plan & design,28559934,22.02.2016,,22.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393355,IPVPN,plan & design,28576980,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393379,IPVPN,plan & design,28770327,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393356,IPVPN,plan & design,28567729,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393353,IPVPN,plan & design,28347939,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393301,IPVPN,plan & design,28717998,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Atea AS.,234,357567,IPVPN,complete order,28808404,29.10.2015,11.01.2016,06.11.2015,08.07.2016,18.01.2016,,22.02.2016,08.07.2016,1,"42486,858611111"
Ice Communication Norge AS,267,393383,IPVPN,plan & design,28698343,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393385,IPVPN,plan & design,28734849,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393352,IPVPN,plan & design,28678727,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393303,IPVPN,plan & design,28730480,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393307,IPVPN,plan & design,28353558,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393309,IPVPN,plan & design,28422703,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393345,IPVPN,plan & design,28568306,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393400,IPVPN,plan & design,28991605,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393390,IPVPN,plan & design,28463707,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Moderne Byggfornyelse AS,775,393322,Internet,complete order,28466582,24.02.2016,11.04.2016,29.02.2016,06.05.2016,03.06.2016,,27.04.2016,03.06.2016,1,"42486,858611111"
Moldetorget Eiendom AS ++16++,776,393320,Internet,validate & disp.,28313987,22.02.2016,,,,,,,,1,"42486,858611111"
INFRONT AS,777,393369,Internet,validate & disp.,28480018,22.02.2016,,,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393394,IPVPN,plan & design,28922684,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393312,IPVPN,plan & design,28822238,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393347,IPVPN,plan & design,28998509,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393323,IPVPN,plan & design,28935284,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393350,IPVPN,plan & design,28804748,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393336,IPVPN,plan & design,28654368,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393342,IPVPN,plan & design,28735902,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393337,IPVPN,plan & design,28360661,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393319,IPVPN,plan & design,28798768,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393389,IPVPN,plan & design,28843120,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393357,IPVPN,plan & design,28509284,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393387,IPVPN,plan & design,28518469,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393414,IPVPN,plan & design,28457996,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393287,IPVPN,plan & design,28961902,19.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393378,IPVPN,plan & design,28811827,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Sanden AS ++444++,778,393327,Internet,validate & disp.,32223163,22.02.2016,,,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393329,IPVPN,plan & design,28708678,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393351,IPVPN,plan & design,28680591,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393324,IPVPN,plan & design,28636909,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393334,IPVPN,plan & design,28655467,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393346,IPVPN,plan & design,28542532,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393326,IPVPN,plan & design,28878797,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393419,IPVPN,plan & design,28664700,22.02.2016,,26.02.2016,,,,20.05.2016,,1,"42486,858611111"
Ice Communication Norge AS,267,393421,IPVPN,plan & design,28327926,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393401,IPVPN,plan & design,28637669,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393360,IPVPN,plan & design,28448061,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393376,IPVPN,plan & design,28802868,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393406,IPVPN,plan & design,28662545,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393382,IPVPN,plan & design,28613267,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
SOPRA STERIA AS,201,394183,IPVPN,complete order,28920188,29.02.2016,01.04.2016,02.03.2016,29.04.2016,08.04.2016,,08.04.2016,29.04.2016,1,"42486,858611111"
Ice Communication Norge AS,267,393381,IPVPN,plan & design,28311086,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393411,IPVPN,plan & design,28341240,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393408,IPVPN,plan & design,28617333,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
MAREX SPECTRON INTERNATIONAL LIMITED NORWAY BRANCH,779,393410,Internet,validate & disp.,32400899,22.02.2016,,,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393398,IPVPN,plan & design,28432118,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393393,IPVPN,plan & design,28717279,22.02.2016,,26.02.2016,,,,24.05.2016,,1,"42486,858611111"
Ice Communication Norge AS,267,393437,IPVPN,plan & design,28662905,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393425,IPVPN,plan & design,28494932,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393438,IPVPN,plan & design,28970854,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393451,IPVPN,plan & design,28986373,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393432,IPVPN,plan & design,28360393,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Serit IT Partner Tromsø AS,309,393195,Internet,plan & design,28681023,19.02.2016,,22.02.2016,,,,,,1,"42486,858611111"
Tieto Sweden AB OU302,299,393412,IPVPN,complete order,28355019,22.02.2016,06.05.2016,21.04.2016,26.05.2016,17.05.2016,,09.05.2016,26.05.2016,1,"42486,858611111"
EVRY NORGE AS,175,393467,IPVPN,plan & design,28650559,22.02.2016,,24.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393420,IPVPN,plan & design,28964746,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393417,IPVPN,plan & design,28321464,22.02.2016,,26.02.2016,,,,23.05.2016,,1,"42486,858611111"
Ice Communication Norge AS,267,393436,IPVPN,plan & design,28425755,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393440,IPVPN,plan & design,28599003,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393454,IPVPN,plan & design,28496069,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393435,IPVPN,plan & design,28841504,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393441,IPVPN,plan & design,28705272,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393455,IPVPN,plan & design,28648723,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393430,IPVPN,plan & design,28491524,22.02.2016,,26.02.2016,,,,19.05.2016,,1,"42486,858611111"
Ice Communication Norge AS,267,393449,IPVPN,plan & design,28852769,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393453,IPVPN,plan & design,28527730,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393452,IPVPN,plan & design,28321392,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Buypass AS,780,393914,IPVPN,finalize access,28535698,25.02.2016,22.03.2016,15.03.2016,26.04.2016,14.04.2016,,,26.04.2016,1,"42486,858611111"
Buypass AS,780,393461,Ethernet,plan & design,28335195,22.02.2016,,15.03.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393427,IPVPN,plan & design,28313946,22.02.2016,,26.02.2016,,,,23.05.2016,,1,"42486,858611111"
Ice Communication Norge AS,267,393434,IPVPN,plan & design,28358838,22.02.2016,,26.02.2016,,,,23.05.2016,,1,"42486,858611111"
Ice Communication Norge AS,267,393447,IPVPN,plan & design,28592612,22.02.2016,,26.02.2016,,,,25.05.2016,,1,"42486,858611111"
Ice Communication Norge AS,267,393349,IPVPN,plan & design,28621691,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,393422,IPVPN,plan & design,28630993,22.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
NorgesGruppen Data AS,232,371265,IPVPN,finalize access,32521518,08.02.2016,20.05.2016,24.02.2016,24.06.2016,15.06.2016,,,24.06.2016,1,"42486,858611111"
NextGenTel AS,228,370093,Capacity,plan & design,10302915,04.02.2016,,23.02.2016,,,,18.03.2016,,1,"42486,858611111"
Avantor Gjerdrums vei 19 AS,781,394052,Internet,validate & disp.,60078159,26.02.2016,,,,,,,,1,"42486,858611111"
Avantor Gjerdrums vei 11 ANS,782,394056,Internet,validate & disp.,60078160,26.02.2016,,,,,,,,1,"42486,858611111"
VÆRSTE AS,783,5503014,Internet,finalize access,28462462,23.02.2016,18.05.2016,24.02.2016,01.04.2016,14.09.2016,,,05.09.2016,1,"42486,858611111"
